filename,rms,centroid,flatness,bandwidth,zcr,envelope,onset_density,ioi
segment_568.wav,0.025900472,1092.7117508926713,0.00017208341,2132.755986179349,0.013391555753598081,0.03393647,0.36666666666666664,134.9
segment_232.wav,0.08678047,1071.3449067636175,0.0001473615,2133.892541002606,0.011515212719882728,0.11363385,5.533333333333333,11.32121212121212
segment_554.wav,0.015716491,1143.0943446467318,0.00018730212,2156.8751432378735,0.013516489122468016,0.020364363,0.5,121.92857142857143
segment_540.wav,0.032003753,1517.6371669308387,0.000246138,2120.994012336645,0.04217568338552772,0.040307097,2.033333333333333,10.283333333333333
segment_226.wav,0.06348031,991.359543079007,0.000112660055,2053.8528052907245,0.010526937716551173,0.083355136,5.3,11.822784810126583
segment_597.wav,0.15460636,1094.3061877594546,0.00018498422,2179.4514292692406,0.0121102078891258,0.2013491,2.8666666666666667,21.31764705882353
segment_583.wav,0.04368112,1267.4241834230227,0.00022389858,2206.6470338433182,0.020307138276252665,0.056530222,0.9666666666666667,66.35714285714286
segment_018.wav,0.06514156,1147.5379918636436,0.00016206807,2180.5846998165234,0.013342883795309169,0.0847399,1.4,44.048780487804876
segment_030.wav,0.13608478,1067.7388929879294,0.00014750345,2163.862610995595,0.009774214169109808,0.17973055,1.5,41.45454545454545
segment_024.wav,0.03017111,1145.1476102591769,0.00014480595,2156.740255282675,0.014221321545175906,0.039500818,0.8333333333333334,74.54166666666667
segment_178.wav,0.018828183,1076.700720992557,0.00013599342,2080.0115762435303,0.012929822844482942,0.024242975,1.4333333333333333,40.80952380952381
segment_622.wav,0.12531129,1158.530493405907,0.00020548384,2230.6266410202356,0.012326498783981876,0.16427381,0.5666666666666667,97.0625
segment_144.wav,0.015801912,1168.583151139988,0.0002099227,2208.5536098555253,0.013553969133128998,0.020407664,0.7666666666666667,68.5909090909091
segment_150.wav,0.14298236,1139.3183802025617,0.00015571807,2200.3730925186687,0.011227605693630065,0.18803738,3.2,19.357894736842105
segment_636.wav,0.15869768,1070.3047048503738,0.00014806188,2151.7637980724357,0.010534485774253732,0.20894112,1.8666666666666667,33.472727272727276
segment_187.wav,0.14737508,1039.9811964691723,0.00010963692,2095.598670892385,0.01099517757196162,0.19357939,3.2,19.6
segment_193.wav,0.018694965,1172.3535581846893,0.00017020675,2185.47921270802,0.015505011910314498,0.023959875,3.1,20.26086956521739
segment_408.wav,0.15697959,940.0582631005315,0.00011016141,2042.355730709306,0.009251836520522388,0.20581388,9.733333333333333,6.40893470790378
segment_346.wav,0.053313702,1287.5587658385211,0.00019993506,2280.2577076480766,0.017189269889392324,0.06930875,1.7333333333333334,34.64705882352941
segment_420.wav,0.10833943,996.3692351156684,0.00013313447,2098.5370792777658,0.009643034131796376,0.1418971,5.9,10.619318181818182
segment_434.wav,0.022865634,1257.0540204856507,0.00017191021,2167.015073186307,0.01947763276252665,0.029956896,1.6333333333333333,36.166666666666664
segment_352.wav,0.14786713,1081.8525612448395,0.00014244113,2144.788971297927,0.010724488606076759,0.19482672,1.3666666666666667,46.7
segment_385.wav,0.13029772,926.3813154252057,0.000113724134,2002.6264260364983,0.009499100479744137,0.17084037,11.933333333333334,5.238095238095238
segment_391.wav,0.09985928,900.587934920855,0.00010711729,1981.3320538585808,0.008487660747601279,0.13174853,10.466666666666667,5.9712460063897765
segment_390.wav,0.08897118,905.4608306133615,0.00010677025,1976.8713829440783,0.009047258128997867,0.11713972,11.533333333333333,5.417391304347826
segment_384.wav,0.0683706,956.5106535245836,0.00012915816,2043.6912371487902,0.009169328441497867,0.090324186,11.733333333333333,5.3247863247863245
segment_435.wav,0.015472943,1453.827780712646,0.00025514144,2205.222368157561,0.031547757862473345,0.019392082,1.4666666666666666,43.02325581395349
segment_353.wav,0.026759516,1421.9744446283034,0.00022934361,2231.0156158139785,0.02845461587153518,0.034308806,2.3666666666666667,26.428571428571427
segment_347.wav,0.0732324,1103.1865740847911,0.00017316606,2167.1441071654517,0.011695324993336887,0.09634073,3.033333333333333,20.744444444444444
segment_421.wav,0.1881927,1154.8721364094272,0.00019992261,2251.0880752610983,0.012316608225613007,0.2458055,3.6333333333333333,17.25
segment_409.wav,0.15310763,893.0369254050713,9.8754164e-05,1987.48976305948,0.008399166277985074,0.20135131,9.533333333333333,6.56140350877193
segment_192.wav,0.05537183,1458.037818408176,0.000251414,2254.6974903694563,0.03006885910847548,0.07094861,2.5,17.824324324324323
segment_186.wav,0.07988056,865.9072969548663,8.118736e-05,1976.520419225169,0.007127708971881663,0.10563277,1.9666666666666666,30.53448275862069
segment_151.wav,0.16187115,1057.72064144384,0.00014460838,2157.9258340506885,0.01017139817097548,0.21304402,2.0,30.8135593220339
segment_637.wav,0.15694527,1066.8051233219428,0.00013666801,2149.4988169048274,0.010576650786247335,0.20634408,3.466666666666667,18.106796116504853
segment_623.wav,0.019286884,1402.850637482471,0.00025020927,2216.262301444444,0.03010946245335821,0.02435176,1.6666666666666667,38.204081632653065
segment_145.wav,0.015187485,1099.2700593676716,0.0001679945,2193.9143118183474,0.01062662413379531,0.019768668,0.23333333333333334,234.16666666666666
segment_179.wav,0.1537659,1001.6681348373118,0.00011869382,2063.8728823085135,0.010830681969616205,0.20218103,3.6,17.39252336448598
segment_025.wav,0.021270707,1545.8361818929257,0.00023800446,2363.7234652455477,0.026525436433901917,0.027234498,1.5333333333333334,40.977777777777774
segment_031.wav,0.030166447,1301.1798033547386,0.00021557354,2217.4897286320966,0.020149149620202558,0.03898281,2.3,27.102941176470587
segment_019.wav,0.030092001,1239.095992656295,0.00016555174,2205.0122633468186,0.01756302888459488,0.03898062,2.966666666666667,20.329545454545453
segment_582.wav,0.014953254,1126.1347264121753,0.00021027512,2225.4086706166663,0.011691160547707889,0.019408526,0.06666666666666667,18.0
segment_596.wav,0.07265384,1018.1811597078682,0.0001388769,2088.334178956828,0.010513142990405117,0.09556872,1.5,42.38636363636363
segment_541.wav,0.07082032,981.6918167652826,0.00014702464,2028.8819690061591,0.011189084571561835,0.09256518,7.666666666666667,8.11353711790393
segment_227.wav,0.06585532,1011.8917233752314,0.00014136973,2066.4073800703195,0.011600323577425372,0.08627841,3.966666666666667,15.805084745762711
segment_233.wav,0.06590473,1159.1348966605296,0.00015237118,2157.8710336323484,0.015482628015058635,0.08582242,3.6333333333333333,16.15740740740741
segment_555.wav,0.0125614805,1356.3451027180831,0.0002580052,2260.8545754654665,0.020618170309168442,0.016042039,0.5333333333333333,82.66666666666667
segment_569.wav,0.055237945,1525.4445461582031,0.00021536369,2189.6330782368905,0.03707007304437633,0.07008001,2.3333333333333335,14.507246376811594
segment_219.wav,0.13868906,1051.1514155806292,0.0001303189,2111.90286950744,0.010272385977478678,0.1828957,2.066666666666667,26.34426229508197
segment_225.wav,0.07569768,1061.8860745655818,0.00013254739,2146.11643583072,0.010865819479610874,0.09957512,6.866666666666666,9.102439024390243
segment_543.wav,0.038199596,1184.4376493751658,0.00020433847,2136.6458799967077,0.019350096615138593,0.04918173,0.7,93.5
segment_557.wav,0.020734057,1375.0929894277033,0.0002385873,2207.8930503277493,0.026648287579957356,0.026325906,1.4333333333333333,28.738095238095237
segment_231.wav,0.0756466,980.9029731083922,0.00010307148,2020.2575235287516,0.010719283049040513,0.099109046,4.333333333333333,14.209302325581396
segment_580.wav,0.035631906,1501.6222396877024,0.00026056598,2264.5329430536167,0.033874381579824094,0.044942543,1.7666666666666666,35.82692307692308
segment_594.wav,0.040644135,1107.3889388783252,0.00015756638,2101.066631314721,0.015215843216950959,0.053063516,0.8333333333333334,63.083333333333336
segment_027.wav,0.17482318,1215.309923359588,0.00020972417,2291.3839683615033,0.012703381113406183,0.23013127,1.2333333333333334,50.25
segment_033.wav,0.025751153,1629.681687971719,0.00026546573,2202.282235903268,0.04207157224480277,0.032326814,2.5,24.675675675675677
segment_609.wav,0.055537716,1549.3774331992022,0.0002286109,2202.3689759294452,0.03911976112739872,0.07036066,2.3,27.058823529411764
segment_635.wav,0.07347826,1261.5030207439443,0.00015850656,2119.9004809446346,0.021099944612873133,0.09630459,2.3,27.205882352941178
segment_153.wav,0.041779853,1145.9973165477718,0.00016485382,2193.527550544466,0.012977453691364606,0.054645613,3.2,19.210526315789473
segment_147.wav,0.05725123,1233.4996216736827,0.00018968245,2200.645471155206,0.01648860191231343,0.07395652,1.2666666666666666,42.67567567567568
segment_621.wav,0.16241615,1187.1377258841253,0.00021317588,2241.105126173724,0.0133519935201226,0.21219487,2.566666666666667,24.394736842105264
segment_190.wav,0.1825287,1033.1403240257237,0.00014186776,2128.201311994046,0.01070262526652452,0.23822746,5.766666666666667,10.837209302325581
segment_184.wav,0.1575779,1064.1603211701804,0.00013248676,2123.2711132130858,0.011506102995069297,0.20677823,1.6666666666666667,37.63265306122449
segment_379.wav,0.1373239,1033.4051879855485,0.00014756639,2134.893128389223,0.01031533182302772,0.18047124,11.466666666666667,5.431486880466473
segment_351.wav,0.075586185,1242.0475325571902,0.00022484099,2269.414785397737,0.015990690381796374,0.09827299,1.7333333333333334,35.90196078431372
segment_437.wav,0.051837638,1231.1477567632135,0.00020364641,2254.114841044801,0.01519814432302772,0.06742697,3.0,21.02247191011236
segment_423.wav,0.16675067,1081.6703190310964,0.000166377,2178.4814273843162,0.011266647371401919,0.2182627,1.9666666666666666,32.258620689655174
segment_345.wav,0.04272111,1256.3897775959085,0.000205154,2205.4678290206925,0.019536455557036248,0.055395946,1.7,25.98
segment_392.wav,0.057028227,935.1134554680566,0.00011224485,2021.2880307180455,0.009424140458422174,0.07444896,11.7,5.328571428571428
segment_386.wav,0.083430775,1017.9672424123086,0.0001409974,2115.7152645780266,0.010056355360474414,0.1097053,8.533333333333333,7.337254901960784
segment_387.wav,0.14859428,876.8170845654078,8.817205e-05,1978.3053548811156,0.008005365888192964,0.194601,12.2,5.123287671232877
segment_393.wav,0.14114936,889.8417215399933,0.0001044823,1984.02676785406,0.008256013459488273,0.1866566,10.266666666666667,6.074918566775244
segment_422.wav,0.18612377,1165.115099557629,0.00019430659,2255.6591000996086,0.012133112340085288,0.24342093,1.7,36.36
segment_344.wav,0.07855344,1213.0166233755463,0.00018789186,2123.6528980432972,0.01981521313632729,0.10204495,2.1333333333333333,28.555555555555557
segment_350.wav,0.03773842,1178.746325574352,0.00019297194,2224.416888157153,0.013882439782116205,0.049518988,2.966666666666667,21.15909090909091
segment_436.wav,0.043985218,1259.3877684185607,0.00020317051,2231.716726996243,0.016663768906583155,0.056990705,1.2333333333333334,51.611111111111114
segment_378.wav,0.050489593,943.9763034976178,0.00012139295,2031.1420319358747,0.008941585321162047,0.066885605,1.6333333333333333,38.8125
segment_185.wav,0.07266016,953.1211051759167,0.0001081332,2040.8647175861506,0.008731280816897655,0.09596331,5.833333333333333,10.74712643678161
segment_191.wav,0.032756448,1194.557038339308,0.00018731262,2226.1887526319315,0.014081031783049041,0.04319709,4.933333333333334,12.625850340136054
segment_146.wav,0.072927184,1284.5948031075159,0.00022304367,2262.2766802708725,0.01661665861540512,0.09546412,2.4,25.309859154929576
segment_620.wav,0.13555808,1157.1805412217689,0.00020379375,2236.0277019805367,0.01240380130597015,0.17685719,0.3,233.25
segment_634.wav,0.027123408,1186.5366526021744,0.00017762808,2093.688292398235,0.02048126415911514,0.035152607,1.3666666666666667,46.625
segment_152.wav,0.04445396,1146.9426511648478,0.0001815681,2156.0878179542547,0.014157032915778252,0.058300648,3.8,16.52212389380531
segment_608.wav,0.15255477,1164.418976766097,0.00018659538,2201.906794142001,0.014170567364072495,0.19857185,0.6666666666666666,97.47368421052632
segment_032.wav,0.02068246,1820.8410514837462,0.00030903184,2270.2845473687316,0.05351078383195629,0.025855917,3.066666666666667,20.10989010989011
segment_026.wav,0.022050178,1161.736960878474,0.000161849,2154.191173555321,0.014085977062233475,0.029006436,1.4,41.46341463414634
segment_595.wav,0.011919324,1241.093362653155,0.00018701513,2202.1570590014444,0.01943468691697761,0.015145538,0.9,34.80769230769231
segment_581.wav,0.05327945,1893.6918209829269,0.00034087108,2290.5040138094273,0.05966583447161514,0.06603027,3.1666666666666665,19.80851063829787
segment_556.wav,0.14435858,1054.0377029656738,0.00016767127,2127.4391360687787,0.01104463036380597,0.18995042,5.066666666666666,12.178807947019868
segment_230.wav,0.064564936,1048.9838858446606,0.00015376457,2109.303878169088,0.011455609091817698,0.0847211,4.4,14.198473282442748
segment_224.wav,0.06947784,1020.6962052286468,0.00011908191,2108.37325179791,0.009982957006263326,0.091304734,2.0,31.47457627118644
segment_542.wav,0.13869302,1018.1144963418752,0.00015103367,2089.360621768306,0.01095561533848614,0.1821449,2.933333333333333,21.39080459770115
segment_218.wav,0.061329085,1134.696758407623,0.0001554122,2168.50137198039,0.012709367503997867,0.08046071,1.9333333333333333,32.50877192982456
segment_546.wav,0.1866577,1021.4966073947677,0.00013535493,2101.8135553985967,0.009945476995602345,0.24589176,7.166666666666667,8.69158878504673
segment_220.wav,0.17440565,1156.3674443437792,0.000210521,2232.6053893008866,0.012434253814632196,0.22868983,9.833333333333334,6.333333333333333
segment_234.wav,0.0536907,1035.1190277995406,0.00013386822,2104.7272183423893,0.010215124850079957,0.07079067,2.3666666666666667,26.242857142857144
segment_552.wav,0.133029,1023.3538542896455,0.00015162914,2106.169667086702,0.010723707772521322,0.1750292,10.133333333333333,6.161716171617162
segment_208.wav,0.059969276,2206.9980837014496,0.00042299085,2332.2234117051016,0.07316748775652986,0.074465804,4.933333333333334,12.70748299319728
segment_585.wav,0.022535142,1082.4581088955513,0.00016828338,2071.3441418272164,0.015497724130463752,0.029179864,0.2,267.2
segment_591.wav,0.05083496,1605.1571510560073,0.0002566016,2226.2570495099385,0.041496878748001065,0.064075425,2.7666666666666666,20.317073170731707
segment_022.wav,0.068497986,1099.2580711379146,0.00014982512,2145.352587915473,0.012184126799040513,0.08959314,1.3666666666666667,44.2
segment_036.wav,0.024951536,1436.4354546389418,0.00019995602,2192.727132989729,0.030720594849413647,0.031694442,1.8,34.75471698113208
segment_156.wav,0.067034245,1108.8589320127198,0.00015516342,2100.369435640866,0.014606793043710022,0.08701472,2.3333333333333335,22.869565217391305
segment_630.wav,0.016058683,1203.9813383438166,0.00021172281,2207.5421202819216,0.018191599896721748,0.020819165,0.7333333333333333,77.95238095238095
segment_624.wav,0.028943336,1521.2233639623307,0.00027509747,2217.9141083919335,0.03783685159581557,0.03656207,2.3,27.16176470588235
segment_142.wav,0.058122296,1545.0271448679007,0.00024937032,2320.1911354362924,0.027185501066098083,0.075001806,3.7,16.30909090909091
segment_618.wav,0.067632064,1210.60830012041,0.0001947028,2123.6586392171585,0.020017709305037313,0.0879173,1.4666666666666666,30.302325581395348
segment_195.wav,0.17261884,1159.7736652328608,0.00017372516,2194.141270236425,0.014509449127132196,0.2255634,4.333333333333333,14.279069767441861
segment_181.wav,0.08129888,1024.391526287559,0.0001487943,2105.450126325885,0.01024739930370469,0.1064262,7.933333333333334,7.8734177215189876
segment_432.wav,0.059537575,2020.4274975869919,0.00025703484,2131.1752485037678,0.07013238772654584,0.07486462,3.466666666666667,18.106796116504853
segment_354.wav,0.05427104,1721.4559217073597,0.0003224256,2299.5363873602364,0.04514831673107676,0.06869065,3.6666666666666665,16.477064220183486
segment_340.wav,0.04075304,1326.894545409319,0.00024148564,2213.907826389919,0.023928904584221748,0.05280353,0.7,70.8
segment_426.wav,0.075796016,1049.2068019260817,0.00014249569,2151.2894811158453,0.009719035264525586,0.09996294,1.9333333333333333,32.68421052631579
segment_368.wav,0.04085854,1019.3264059842558,0.00016101486,2103.4073789782215,0.010188836787046908,0.054316606,3.3666666666666667,18.59
segment_397.wav,0.22717425,1157.491866591318,0.00021123045,2252.3361704694094,0.011657844982675906,0.29844916,12.4,5.037735849056604
segment_383.wav,0.015501921,927.2024665529824,0.00012405361,1997.291391976204,0.00988327058901919,0.02028789,0.23333333333333334,222.16666666666666
segment_382.wav,0.081928,971.5060239463645,0.00013299928,2041.0195003499866,0.010377798507462687,0.10689044,5.3,11.791139240506329
segment_396.wav,0.18848607,1049.8550498376403,0.00016833787,2136.3869380945225,0.010783831956289978,0.24697398,12.033333333333333,5.188888888888889
segment_369.wav,0.13626657,1033.2242001049456,0.00016665267,2111.5896297539957,0.010580294676172709,0.1793585,7.7,8.126086956521739
segment_341.wav,0.123548366,1240.8869020436186,0.00021918905,2229.1297367770376,0.015757221148720683,0.16107003,1.5666666666666667,32.71739130434783
segment_427.wav,0.17575148,1014.3972209836232,0.00012836278,2113.8165141506897,0.009432729627531984,0.23138593,1.8333333333333333,33.7962962962963
segment_433.wav,0.048146807,1788.776018162805,0.00024587588,2109.162782245021,0.05243869936034115,0.060758606,4.766666666666667,13.028169014084508
segment_355.wav,0.014063396,1327.0052724269806,0.00021618443,2217.680908348713,0.022262605776918975,0.017897736,0.8,80.21739130434783
segment_180.wav,0.079838246,1106.4883850174417,0.000126616,2133.9107717612537,0.012279648770655651,0.104841985,1.0666666666666667,59.83870967741935
segment_194.wav,0.18292034,1147.7082207647622,0.00018240201,2197.092965059641,0.014231212103544777,0.23766288,2.6333333333333333,22.615384615384617
segment_619.wav,0.06183807,1307.9065035443757,0.00024540568,2248.7914927558677,0.020839666761060766,0.0802241,1.2,49.82857142857143
segment_625.wav,0.04538173,1162.4372099081559,0.00015495736,2110.3165156177997,0.017684838919243072,0.058539294,1.6,36.234042553191486
segment_143.wav,0.13246949,1419.4614027260068,0.00023998597,2283.0904575625727,0.021987492087553306,0.17216992,5.933333333333334,10.542372881355933
segment_157.wav,0.10755491,1135.335391128033,0.00018138322,2164.8468947750657,0.01397431786380597,0.13973063,7.133333333333334,8.784037558685446
segment_631.wav,0.17008145,1038.0416001800868,0.0001393129,2126.9949384549227,0.010411634628198295,0.22417139,2.466666666666667,25.506849315068493
segment_037.wav,0.07178488,1567.6427797918027,0.0002272148,2482.437332647171,0.02698873101012793,0.09329849,1.1666666666666667,54.8235294117647
segment_023.wav,0.07035248,1125.241491071864,0.00014275147,2093.3712666404213,0.015069827342084221,0.09255059,2.033333333333333,27.266666666666666
segment_590.wav,0.0560388,2093.0409214193164,0.00036405178,2258.88771988186,0.07237624308702026,0.06786949,4.466666666666667,12.31578947368421
segment_584.wav,0.055011254,1932.2161740352387,0.00031220037,2269.2547111989834,0.05870046391924307,0.06849744,3.933333333333333,15.923076923076923
segment_209.wav,0.06207272,2535.3920021422055,0.000517953,2405.9165872252947,0.09270940914845416,0.076496,6.4,9.780104712041885
segment_235.wav,0.09759375,1055.3397394239723,0.00015908158,2121.495652088644,0.01074869444629531,0.128636,6.2,10.05945945945946
segment_553.wav,0.1410182,1100.7231748913514,0.00017333285,2147.456421605263,0.013438666044776119,0.18459044,6.3,9.936170212765957
segment_547.wav,0.04382814,2011.4553029916958,0.00032771257,2224.0572329129513,0.06665793868270256,0.05419743,4.366666666666666,10.9
segment_221.wav,0.18865146,1143.6615630799522,0.000200568,2221.1179053411975,0.011819477528651387,0.24762802,4.9,12.773972602739725
segment_551.wav,0.19925229,1097.2315128909952,0.00017218177,2176.766613541816,0.01180776502531983,0.25981545,7.333333333333333,8.538812785388128
segment_237.wav,0.0787124,1066.3305673545713,0.00014196378,2131.6614533205197,0.011256496535181237,0.1032592,2.966666666666667,21.068181818181817
segment_223.wav,0.08535262,1095.9178079771175,0.0001546016,2181.2866265663747,0.010720584438299574,0.11217441,0.8666666666666667,73.76
segment_545.wav,0.052918293,1492.6189293527389,0.00024131198,2193.7893034210765,0.033006094666178036,0.06837333,2.1,25.193548387096776
segment_579.wav,0.050965745,1735.4162797881613,0.00029431147,2263.393218424652,0.04599031558168976,0.06385908,3.1333333333333333,18.225806451612904
segment_592.wav,0.019510487,1235.6507335628887,0.00023097427,2207.9851027735076,0.01761742695562367,0.02535234,0.8,80.3913043478261
segment_586.wav,0.06838839,1126.818662572859,0.00015439834,2114.1236595483824,0.015594807769189766,0.089368924,1.1333333333333333,56.666666666666664
segment_035.wav,0.1629543,996.06539398763,0.000114760114,1945.4882472101629,0.014710643906583156,0.21113391,3.3333333333333335,18.7979797979798
segment_021.wav,0.060807876,1104.848419908099,0.00015829665,2159.7686238821757,0.011707037496668444,0.0791303,1.0,55.86206896551724
segment_009.wav,0.031920202,959.378830302949,0.00010374438,1930.1657647895483,0.01230723822294776,0.04179777,1.4666666666666666,40.41860465116279
segment_141.wav,0.0297993,1401.985541895274,0.00016284641,2141.2264577458573,0.02879531957955757,0.037765782,3.033333333333333,20.122222222222224
segment_627.wav,0.025408855,1613.5184550141037,0.00021305839,2260.320702281078,0.033819462953091683,0.030189915,2.7333333333333334,22.14814814814815
segment_633.wav,0.05706917,1799.0660869050732,0.00028555476,2210.2550806564986,0.0489944425473081,0.073984124,4.933333333333334,12.680272108843537
segment_155.wav,0.08389169,1134.0094883866834,0.00014184837,2172.52723274308,0.013698423340884862,0.10877361,6.933333333333334,9.014492753623188
segment_169.wav,0.052262522,933.2471244212223,0.00010313624,1997.890984034551,0.009210712619936034,0.06851498,1.5,40.90909090909091
segment_182.wav,0.15006326,1017.0076404687671,0.00012940052,2130.1499079237856,0.009707062483342218,0.1959316,8.166666666666666,7.614754098360656
segment_196.wav,0.17247292,1059.156771212889,0.00015639854,2138.126539714353,0.011300223214285714,0.2252638,1.2333333333333334,51.666666666666664
segment_425.wav,0.104313314,989.3375655346143,0.00012718671,2062.5448933529306,0.010103986207356077,0.13649347,2.3666666666666667,26.6
segment_343.wav,0.09719135,1295.860707547916,0.00024167534,2244.8195739610046,0.019411782466018122,0.12673293,2.033333333333333,29.316666666666666
segment_357.wav,0.040946946,1453.1191942721778,0.00015710802,2137.675886029155,0.030436371435234543,0.052289534,1.7666666666666666,26.865384615384617
